sample_id	url	host	text_preview	predicted_domain	gold_domain	reviewer_note
s0011	http://www.xbaas.com/customer/bbs_view.php?listNo=&code=library&search_item=&search_order=&cate=&startPage=0&idx=1233	www.xbaas.com	우리의 초점은 세계에서 가장 저렴한 비용으로 최고의 네트워킹 API와 성능을 이끌어가는 것을 항상 목표로 하고 있습니다. 10년 동안 모든 디바이스를 통해 수십억 명의 월간 활성 사용자에게 Photon Cloud를 제공해 왔습니다. 1년 전, 새로운 AAA 등급 기능과 네트워크 토폴로지 옵션을 갖춘 Photon Fusio	web_general		
s0012	http://www.stoo.com/article.php?aid=84112535690	www.stoo.com	|사진=골 때리는 그녀들| 1일 오전 시청률 조사회사 닐슨코리아에 따르면 전날 저녁 방송된 MBC 수목드라마 '일당백집사' 9회는 2.6%의 시청률을 기록했다. 이는 지난 8회가 기록한 4%에 비해 1.4%P 하락한 수치다. 이날 방송에서는 백동주(이혜리)가 김태희(이준영)를 향한 마음을 깨닫고 그에게 좋아하는 마음을 고	web_general		
s0013	https://www.mplsoft.co.kr/entry/M365-%EC%9D%B4%EB%A9%94%EC%9D%BC-%EC%84%9C%EB%B2%84-Exchange-Online%EC%9D%84-%EC%86%8C%EA%B0%9C%ED%95%A9%EB%8B%88%EB%8B%A4?category=926451	www.mplsoft.co.kr	안녕하세요 Microsoft 365 전문 파트너 엠플입니다. 회사에서 중요한 커뮤니케이션 툴로 자리 잡고 있는 이메일! 가장 유명한 이메일 서버인 Microsoft社의 Exchange를 Cloud 형태로 제공하고 있다는 사실 알고 계신가요? 오늘은 Microsoft 365에 포함되어 있는 Exchange online을 간	web_general		
s0014	https://blogsabo.ahnlab.com/1849	blogsabo.ahnlab.com	얼마전까지만 하더라도 국악소녀 송소희양이 광대역 LTE로 빨라 졌다며 타령을 하던 모습을 보았다. 이렇듯 LTE라는 단어를 중심으로 앞쪽으로 광대역이라는 단어를 붙여 속도는 2배가 되었고 뒤쪽으로는 A라는 단어를 붙여 속도는 3배가 되었다. 지금부터 그저 헷갈리기만 하는 광대역 LTE와 LTE-A에 대해 알아 보려한다. 	web_general		
s0015	https://www.peoplepower21.org/stablelife/1918884?cat=607&paged=0	www.peoplepower21.org	‘23년 공공임대 예산 국민의힘 5조7천억, 더불어민주당 5조 삭감 2022년 11월 7일(월) 오전 9시30분, 국회 앞 <내놔라 공공임대 농성장> 주거·빈곤·청년·복지 등 47개 시민사회단체로 구성된 <내놔라 공공임대’ 농성단>은 정부의 공공임대주택 예산 삭감을 저지하기 위해 국회 앞에서 지난 10월 17일부터 20일	web_general		
s0016	http://kr-shop.dazedkorea.com/article/faq/3/7/	kr-shop.dazedkorea.com	전체상품목록 바로가기 본문 바로가기 상품상세검색 이용안내 FAQ입니다. 현재 쇼핑몰은 국내 배송 전용 쇼핑몰 입니다. 쇼핑몰의 언어를 영문으로 변경하셔서 가입 후 이용 부탁드립니다. 외국배송의 경우 사은품은 통관문제로 인해 제외 되는 점 참고 부탁드립니다. 영문 쇼핑몰 페이지 바로가기 비밀번호 : 비밀댓글 / byte 비	web_general		
s0017	https://m.creamcheese.co.kr/product/list_thumb.html?cate_no=53	m.creamcheese.co.kr	카테고리 검색 최근 검색어가 없습니다. +1,000P 남은시간 1059일 17:17:43 남은시간 1066일 17:17:43 남은시간 1429일 17:17:43 현재 결제가 진행중입니다. 본 결제 창은 결제완료 후 자동으로 닫히며, 결제 진행 중에 본 결제 창을 닫으시면 주문이 되지 않으니 결제 완료 될 때 까지 닫지 마	web_general		
s0018	https://news.mt.co.kr/mtview.php?no=2021052506418285777&type=1&sec=photo	news.mt.co.kr	(평양 노동신문=뉴스1) = 북한 노동당 기관지 노동신문은 25일 김덕훈 내각총리가 황해제철연합기업소와 천리마제강연합기업소를 현지료해(시찰)했다고 보도했다. 김 총리는 이번 방문에서 "금속공업을 나라의 맏아들 공업으로 내세워준 당의 믿음과 기대를 언제나 깊이 자각하고 평양시 1만 세대 살림집 건설과 철도 현대화에 필요한 	news		
s0019	http://www.sound-music.co.kr/bbs/board.php?bo_table=lounge&wr_id=224&page=4	www.sound-music.co.kr	본문 페이스북에서 김종연 대표님과 친구가 되어 알게된 사운드앤뮤직! 사운드오브뮤직이 연상되기에 더욱 친근한 느낌이 들어 호감을 갖게 되었고 Lewit 이란 제품에 대해서도 알게 되었지요. 대표님의 글을 보면 참 소탈하시고 정직하신 분 같더군요! 10주년 축하 드리면서 사운드앤뮤직위 모든 임직원분들께 행운이 함께하고 늘 건	web_general		
s0020	http://minumsa.com/bookauth/9222/	minumsa.com	부어스틴은 세계적으로 영향력 있는 역사학자이다. 미국으로 이주해 온 유대인 집안에서 자란 부어스틴은 조지아 주 애틀랜타에서 태어났다. 하버드 대학교를 최우수생으로 졸업하고 예일 대학교를 거쳐 옥스퍼드 대학교에서 박사학위를 받았다. 변호사로 활동하다가 시카고 대학교에서 25년 동안 역사학을 가르쳤으며, <스미스소니언 박물관	web_general		
s0021	http://chungsukgol.co.kr/bbs/board.php?bo_table=sun05&wr_id=247	chungsukgol.co.kr	녹운은 중국 행운목으로 중국에서 무한정 소비되며 분에 심어 3년정도 배양하면 먼저 꽃이 붙는 촉도 있으며 꽃이 붙으면 촉당 최하 10만원에 중국인이 직접 방문하여 구매하여 갑니다 또한 꽃이 붙지 않았을 경우에는 배양 기간에 따라 가격을 정하여 구매하여 갑니다 1. 녹운무지 : 2촉 단위 100가보씩 판매. 가보당 13,0	web_general		
s0022	http://kookje.co.kr/news2011/asp/newsbody.asp?code=0200&key=20180804.99099001817	kookje.co.kr	|온라인에 떠도는 아이폰9 디자인 유출 이미지.  출시를 예고한 아이폰9의 디자인이 유출됐다는 이야기가 온라인에서 떠돈다. 아이폰X을 닮은 노치 디자인을 채택했다고 한다. 최근 한 모바일 케이스 제조업체에서 제공한 것으로 알려진 아이폰9의 디자인은 전면부는 아이폰X의 디자인을 후면부는 아이폰8의 형태를 이어갈 것이라는 이	web_general		
s0023	https://www.ktown1st.com/in/detail/933	www.ktown1st.com	생활정보 Portable 세탁기 추천해 주세요 작성자 ddyy 날짜 2018.10.12 아파트에 세탁기가 없어서 포터블 세탁기 쓰려구요. 어디 브랜드가 제일 무난하고 괜찮은가요? 그리고 조심해서 잘 봐야할 사항들이 있으면 알려주세요~ DISCLAIMER이곳에 게시된 글들은 에이전트 혹은 사용자가 자유롭게 올린 게시물입니다	web_general		
s0024	http://thepaincenter.co.kr/cc.php?tf=ceb10b7cecb38104e0a9866131467dc5	thepaincenter.co.kr	Qna - 학자금대출 원천징수 - 14년도에 등록금2892000원에 생활비100만원 대출받고 2015년 2월입사해서 15년 소득이 세전2000만원쯤됩니다 원천징수에... 30 까지 납부시에는 회사에 통지는 되지만 즉시 원천공제가 중단됩니다. 든든학자금 원천공제 의무상환액... 대학생 추가대출 - 대학생이구요 21살 여자에	web_general		
s0025	http://www.paranoidzine.com/964	www.paranoidzine.com	21세기 헤비메탈의 주요한 기록과 자신들의 디스코그래피에서 전성기를 상징하는 콘의 작품 [Issues]부터 [Take A Look In The Mirror]까지의 흥분은 잠시 접어두자. 콘을 연상할 때 전달되던 감동 이상의 감격을 마주할 수밖에 없는 이들의 12집 앨범 [The Serenity Of Suffering]을 	web_general		
s0026	https://www.momtalk.kr/talk/view/844507	www.momtalk.kr	오늘은 긴~~~문센데이 🤗🤗🤗 2시 문센인데 12시에 엄마들끼리 만나서 한정식가서 산채정식을 먹었어요 알코올이 잘 통하는 동생과는 막걸리로 반주를 하고.. 그리고 문센수업을 들어갔어요 ㅋㅋㅋ 여름학기는 결석이 많다더니 정말 그러내요... 지난주는 5명 오늘은 6명 ㅋㅋㅋㅋㅋ 오늘도 신나게 놀고선 끝나고 또 커피숍 ㅋㅋ 술	web_general		
s0027	http://betterface.kr/tag/%EB%86%8D%EA%B5%AC	betterface.kr	필리핀 : 이란 아시아선수권 농구대회 결승전 예상과 다르게 전개된 중국의 몰락이 가져온 결과 이란과 중국이 패권을 다툴것으로 예상된 대회였지만 8강에서 일찌감치 탈락.. 농구열기가 대단한 필리핀과 우승후보였던 이란과의 대결 객관적 전력은 이란의 우세가 예상되지만 필리핀도 홈에서 우승할 수 있는 절호의 기회를 쉽게 놓치지는	web_general		
s0028	https://www.severeasthmawg.com/html/?pmode=severeasthma	www.severeasthmawg.com	ENG KoSAR (Korean Severe Asthma Registry) 대한천식알레르기학회 중증천식 워크그룹 중증 천식이란 전체 천식 환자의 5~10%에 해당하며 흡입 스테로이드제를 써도 천식이 조절되지 않고 잦은 악화를 보이는 천식을 의미합니다. 비율은 낮지만 중증 천식 환자는 잦은 악화 및 낮은 폐기능으로 인해 삶	web_general		
s0029	https://neubility.co.kr/news/techm-%ED%85%9C%ED%84%B0%EB%B7%B0-%EB%84%A4%EC%98%B4%EC%8B%9C%ED%8B%B0-%EC%82%AC%EC%9A%B0%EB%94%94%EB%8F%84-%EB%B0%98%ED%95%9C-%EB%B0%B0%EB%8B%AC%EB%A1%9C%EB%B4%87-%EB%89%	neubility.co.kr	사우디가 야심 차게 추진하는 스마트 도시 ‘네옴시티’는 정보기술(IT) 업계의 큰 화두다. 네옴시티는 인공지능(AI), 로봇, 자율주행, 재생에너지 등 기술력의 총집결이 필요한 대대적인 프로젝트이기 때문이다. 네옴시티 전체를 건설하는 비용만 1조달러(약 1273조원)에 달할 전망이다. 이런 가운데, 한국 기업 중 유일하게	web_general		
s0030	https://developers.google.com/identity?hl=ko	developers.google.com	Google SDK로 로그인 기기 또는 브라우저에서 Google에 로그인한 사용자는 앱 또는 사이트에서 신속한 인증을 받을 수 있습니다. 기존 사용자는 자동으로 또는 탭/클릭 한 번으로 로그인합니다. 사용자가 탭 또는 클릭 한 번으로 새 계정을 만들 수 있는 옵션도 제공됩니다. 업계 표준 오픈소스 및 업계 표준 인증 패스	technical		
s0031	https://www.lalasbs.com/en/post/4%EC%9B%94-%EB%AC%B4%EC%97%AD%EC%A0%81%EC%9E%90-23-%EA%B8%89%EC%A6%9D-6%EA%B0%9C%EC%9B%94-%EB%A7%8C%EC%97%90-%EC%B5%9C%EB%8C%80	www.lalasbs.com	<기사> 미국의 4월 무역 적자가 23% 급증했다고 상무부가 오늘 밝혔습니다. 미국의 상품, 서비스 등 무역수지 적자가 지난해 10월 이후 6개월 만에 가장 높은 수준이지만, 전문가 전망치에는 조금 못미쳤습니다. 중국과의 무역 비중은 17년 만에 최저 수준으로 줄어들었습니다. 수입은 3천236억달러로 전월보다 1.5% 증	web_general		
s0032	https://www.sportsworldi.com/view/20240212507004	www.sportsworldi.com	가수 강예슬이 화장기 없이도 빛나는 미모를 과시했다. 12일 강예슬은 자신의 SNS에 “VN”이라고 적으며 여러 장의 사진을 공개했다. 사진 속 강예슬은 해변에서 사랑스러운 미모를 뽐내며 눈길을 사로잡았다. 국내외 누리꾼들은 하트 이모티콘을 연발하며 찬사를 아끼지 않았다. 한편, 강예슬은 생각엔터테인먼트 아티스트들이 출동	web_general		
s0033	https://unesco-iwssm.org/uneIntro/businessBudget_1	unesco-iwssm.org	국제 사회는 교육을 통한 빈곤퇴치 및 삶의 질 향상을 위해 2015년 까지 모든 사람을 위한 교육(EFA)을 달성하기로 약속한 바 있다. 세계 교육 포럼(World Education Forum, 다카르, 2000)에서는 2015년까지 다음의 6가지 목표를 달성하는 데 합의하였다. www.unesco.org/educatio	ko_en_mixed		
s0034	http://news.bizwatch.co.kr/article/real_estate/2022/12/09/0020	news.bizwatch.co.kr	"여의도·대치동에 이어 목동, 우리 차례인 것 같아요. 아파트 주차장도 너무 좁고 집에 물도 새는 등 환경이 좋지 못했는데, 빨리 재건축이 됐으면 좋겠어요." 목동 신시가지 7단지 주민 A씨 9일 서울시 양천구 목동신시가지 7단지 인근에서 만난 A씨는 안전진단 규제 완화 소식에 한껏 들뜬 목소리로 말했다. 목동신시가지 아	news		
s0035	https://kr.theepochtimes.com/atl-%EB%B0%95%EC%97%B0%EB%AF%B8-%EB%B6%81%ED%95%9C%EC%A0%95%EA%B6%8C-80%EB%85%84%EC%A7%B8-%EC%9D%B4%EC%96%B4%EC%A7%88-%EC%88%98-%EC%9E%88%EC%97%88%EB%8D%98-%EA%B1%B4-%EC%A	kr.theepochtimes.com	[ATL] 박연미 “북한정권 80년째 이어질 수 있었던 건 중공 때문” (중편) 이번 [ATL] 탈북 작가 박연미씨 인터뷰는 [상/중/하]로 총 3회에 걸쳐서 나가게 됩니다. 많은 관심과 시청 부탁드립니다. 오늘은 박연미씨 인터뷰 두 번째 (중)편입니다. – 책에 나오는 내용을 보면 그런 인신매매의 배후에는 대단히 조직적	web_general		
s0036	https://www.newsband.kr/news/articleView.html?idxno=462290	www.newsband.kr	교육 저변 확대 대학의 리더 양성형 계약학과 창의라이프대학원 제도 등 적극 활용키로 [아산 뉴스밴드 = 이준희 기자] 순천향대(총장 김승우) 산학협력단(단장 김용하)은 지난 23일 ㈜필코코스팜과 바이오 사이언스 기술 개발 및 계약학과 참여 수요 발굴을 위한 상호 업무협력 협약을 체결했다고 밝혔다. 이번 협약식에는 신현웅 	news		
s0037	https://lnrenshi.com/%EC%8A%A4%ED%8F%AC%EC%B8%A0-%EB%B2%A0%ED%8C%85%EC%9D%84-%ED%95%98%EB%8A%94-%EB%B0%A9%EB%B2%95%EC%9D%98-%EA%B8%B0%EC%B4%88/	lnrenshi.com	온라인 스포츠 베팅 자체는 매우 위험합니다. 펀터의 98%가 그렇듯이 당신은 아마도 장기적으로 잃을 것입니다! 손실을 방지하고 손실을 차단하고 온라인 베팅에서만 이익을 얻으려면 Matched Betting이라는 시스템을 사용할 수 있습니다. 행성 . 매칭 베팅 당신은 어떤 팀이 이길지 상관하지 않고 어떤 식으로든 보상을 	web_general		
s0038	http://rn-tech.com/bbs/board.php?bo_table=data&wr_id=260&page=11	rn-tech.com	++ (주)알엔테크에 오신것을 환영합니다 작성일 : 10-08-13 08:45 저온핵융합 국제특허 공개자료 입니다. 글쓴이 : 관리자 조회 : 14,985 상온, 저온 또는 중온에서의 핵융합 연구는 국가의 미래를 위한 투자입니다. 150ppm의 중수를 포함하는 물(water)을 전처리 하지 않은 채 원료로 사용하는 중온핵	ko_en_mixed		
s0039	https://ko.site123.com/support/6454409-%EB%94%94%EC%A7%80%ED%84%B8-%EC%B9%B4%EB%93%9C%EC%9A%A9-qr-%EC%BD%94%EB%93%9C-%EC%83%9D%EC%84%B1	ko.site123.com	QR 코드 ( 빠른 응답 코드 의 약어)는 웹사이트나 애플리케이션을 가리키는 바코드 유형입니다. 디지털 카드용 QR 코드를 생성하는 방법은 다음과 같습니다. 디지털 카드에서 게시를 클릭하세요. 확인 팝업에서 모바일 아이콘을 클릭하세요. 아래와 같이 QR 코드가 표시됩니다. 라이브 디지털 카드에 대한 QR 코드도 생성할 수	web_general		
s0040	https://purengom.com/2009/01/02/%EB%8F%84%EB%A0%88%EC%9D%B4-%EC%94%A8-%EC%84%B8%EC%95%88-%ED%81%B4%EB%A1%9C%EC%8A%A4%EB%B3%B4%EB%94%94-%ED%9E%90%EB%A7%81-%ED%81%B4%EB%A1%9C%EC%8A%A4-%EB%A7%88%EC%9D%B4	purengom.com	이미 도레이씨(Toraysee) 렌즈 클리너 – 1600분의 1의 세정력 에서 소개했듯이 도레이씨는 머리카락에 1600분의 1의 굵기로 탁월한 세정력을 나타내는 제품입니다. 이 제품을 쓰다보면 다른 모든 렌즈 클리너가 그러하듯이 어느정도 사용하고 나서는 세척을 하지 않으면 안됩니다. 그런데 이 제품을 손으로 세탁하다보면 	web_general		
s0041	http://photozoom.co.kr/zb418/zboard.php?id=sgujo&page=7&select_arrange=headnum&desc=asc&category=&sn=off&ss=on&sc=on&keyword=&sn1=&divpage=1	photozoom.co.kr	여자가 가지고있는 생명의 근원. 지름이 0.14mm 크기로 둥글게 생겼으며 우리 몸의 세포 중 가장 크며 육안으로도 볼 수있다. 남자는 사춘기가 되어야 감수분열이 시작 되지만 여자는 남자와 달라서 난소 안에 장차 난자가 될 많은 난 들을 가진채 태어난다. 사춘기가 되면 여성 호르몬의 작용으로 성장한 난자는 한달에 한개씩 	web_general		
s0042	http://www.wikitree.co.kr/main/news_view.php?id=249007	www.wikitree.co.kr	수심 15m인 바닷속에 박물관이 문을 열었다. 스킨스쿠버 자격증이 있는 잠수부이거나 스노클링 장비를 갖춰야만 이 박물관을 둘러 볼 수 있다. 미국 CNN 방송은 지난 3일(현지시각) 스페인 란자로테 섬 인근 바다에 수중 박물관이 개장했다고 전했다. CNN에 따르면 이 박물관은 해양 오염을 경계하는 의미로 만들어진 것으로 	web_general		
s0043	https://besuccess.com/2017/04/%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C-%EC%9D%B8%EC%82%AC%EA%B4%80%EB%A6%AC-%EC%86%8C%ED%94%84%ED%8A%B8%EC%9B%A8%EC%96%B4-%EC%8A%A4%EC%9C%99%EB%B9%84-13-5%EC%96%B5-%EC%9B%9	besuccess.com	동남아 중소기업을 대상으로 클라우드 인사관리 소프트웨어 서비스를 제공하는 스윙비(Swingvy, 대표 최서진)가 빅베이슨캐피탈(Big Basin Capital)과 월든 인터내셔널로(Walden International)부터 110만 달러(약 13.5억 원)의 초기(Seed) 투자를 유치했다. 스윙비는 2016년 6월에 설	web_general		
s0044	http://www.imagazinekorea.com/daily/dailyView.asp?no=7384	www.imagazinekorea.com	당신만 몰랐던 센토사 싱가포르의 남쪽 끝에 위치한 센토사. 발리, 푸껫, 몰디브가 일상으로부터 벗어나 휴식을 만끽하기에 제격이라면, 센토사 섬은 쉴 틈 없이 보고 즐기고 먹어야 후회가 없다. 2016.06.20 Bikini Bar 비키니를 입고 주문을 받는 종업원과 비키니를 입고 음료 한잔을 주문하러 온 손님들이 자연스러	web_general		
s0045	https://www.huffingtonpost.kr/2018/01/26/story_n_19083410.html	www.huffingtonpost.kr	우리는 여성의 성(性)에 대해 정말 잘 모른다. 여성 스스로도 잘 모른다. '임신 안 하게 조심하라' 같은 억압적 성교육만 받았을 뿐, 여성의 쾌락 그 자체를 위한 지식은 거의 접해본 적이 없기 때문이다. 여성이 자신의 몸에 대해 잘 알게 된다면, 클리토리스를 이용할 줄 알게 된다면, 질 삽입만으로는 오르가즘을 느끼지 못	web_general		
s0046	http://www.ikpnews.net/news/articleView.html?idxno=32422	www.ikpnews.net	[한국농정신문 배정은 기자] 2018년 우유자조금은 농가거출금 40억4,128만원에 정부보조금 51억6,700만원을 포함해 113억3,419만원이 조성될 것으로 추산되고 있다. 폐업을 선택하는 농가가 줄면서 농가거출금이 8,000만원 이상 줄었다. 우유자조금관리위원회(위원장 이승호, 우유자조금)는 지난달 27일 대전 선샤	news		
s0047	http://msdn.microsoft.com/ko-kr/library/ms181127(v=sql.90).aspx	msdn.microsoft.com	보안 주체 보안 주체는 SQL Server 리소스를 요청할 수 있는 엔터티입니다. SQL Server 권한 부여 모델의 다른 구성 요소와 같이 보안 주체는 계층으로 정렬될 수 있습니다. 보안 주체의 영향 범위는 보안 주체의 정의 범위인 Windows, 서버 및 데이터베이스와 보안 주체가 분해 불가능하거나 컬렉션인지 여부에	ko_en_mixed		
s0048	http://www.deloitte.com/view/ko_KR/kr/industries/er/011bd946b3964310VgnVCM2000001b56f00aRCRD.htm	www.deloitte.com	Energy Predictions 2012 딜로이트의 에너지 및 자원 서비스그룹에서는 'Energy Predictions 2012' 의 보고서를 발간하였습니다. 이번 보고서에 담긴 주요 내용은 아래와 같습니다. - 금은 현재 올해 초 대비 24.6%가량 가격상승하여 가장 가치 있는 투자상품으로 자리함. 하지만 금 뿐만 아	web_general		
s0049	http://www.cisco.com/web/KR/learning/academy/prog_curri.html	www.cisco.com	시스코 네트워킹 아카데미 커리큘럼 (1-4학기) 시스코 네트워킹 아카데미 프로그램은 총 네 개의 학기로 구성되어 있으며, 학생들이 네트워크 디자인 구축에서 부터 소/중규모의 네트워크 보수, 유지에 관한 기술을 습득할 수 있도록 짜여져 있습니다. 시스코 네트워킹 아카데미 프로그램은 학생들에게 더 나은 기술인력으로서의 고용의	web_general		
s0050	http://www.mcafee.com/kr/about/awards.aspx	www.mcafee.com	McAfee 제품과 솔루션, 파트너 프로그램 및 경영진은 선두 보안 업계 그룹과 주요 매체로부터의 정기적인 수상을 통해 인정받았습니다. 최근 수상 경력에 대해 알아봅시다. McAfee Cares - Online Safety for Kids 프로그램은 자원봉사자들이 취학 연령대의 아동과 학부모를 대상으로 안전한 컴퓨터 사용	ko_en_mixed		
s0051	http://www.47news.jp/korean/sports/2012/09/049081.html	www.47news.jp	日, U20 여자월드컵 결승행 좌절 12/09/04 21:59 일본에서 처음으로 개최된 20세 이하(U-20) 여자월드컵에서 처음으로 4강 진출한 일본은 4일 도쿄 국립경기장에서 지난 대회 우승팀 독일과 가진 준결승에서 0 대 3으로 패하면서 결승에 진출하지 못했다. 8일 국립경기장에서 지난 대회 준우승팀 나이지리아와 3	news		
s0052	http://www.tripadvisor.co.kr/Hotel_Review-g1191973-d316848-Reviews-Pela_Hotel-Skala_Kallonis_Lesbos_Northeast_Aegean_Islands.html	www.tripadvisor.co.kr	위치: 그리스 > 앨라배마 북동부 > Lésbos > 스칼라 칼리오니스 편의 시설: 무료 주차 간이 키친 음식점 수영장 5위 (7건의 스칼라 칼리오니스 소재 호텔 중에서) 가격대 (1박): 41,845 원 - 79,399 원 - 예약 옵션: - 트립어드바이저는 Booking.com, HotelsClick 및 Otel사와 	web_general		
s0053	https://www.ibric.org/bric/community/popular-sori.do?mode=view&articleNo=9590312	www.ibric.org	동향 홈 브만사 홈 한빛사 홈 웨비나 홈 커뮤니티 홈 Bio일정 홈 Bio마켓 홈 BioJob 홈 생물종 홈 BRIC 소개 이용안내 광고 소리마당 진로 기업에서 연구직으로 잘 나가려면 꼭 동물실험까지 잘해야 할까요??...ㅠ 홍삼 (과기인) 일종의 푸념글이기도 합니다. 제가 실력이 부족해서 그런 거겠지만 마우스 실험은 할	web_general		
